"Data Source","World Development Indicators",
"Equatorial Guinea","GNQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015.39239","","1351.66163","","1307.94346","","1417.21172","","1769.95323","1793.70335","1887.82947","","","","2212.33265","2232.28916","2628.15504","","",
"Grenada","GRD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536.059753417969","539.498352050781","646.901245117188","701.464477539063","","","","","","","","","","","",
"Guatemala","GTM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.43072","24.09185","33.84639","38.27972","38.4241","24.6398","24.58589","26.74256","","","",
"Guam","GUM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285.12954","316.06761","303.02839","","","","","","","","","","",
"Guyana","GUY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2853.45928742405","2893.53539370883","2977.52058596282","3045.92118290505","3118.34090102436","3220.13687459329","3256.45909715376","3421.07226395827","3479.48836696323","3552.00685534835","3658.50855278577","3645.35121897783","3752.6301122452","3798.74281038297","3816.16433874902","3902.13489619401","3962.51039913731","","","",
"Hong Kong SAR, China","HKG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039.53622","1184.30858","1139.23457","1338.25044","1552.06131","1970.26113","2133.09402","2634.13843","2673.05812","2842.5983","2669.89504","2774.82183","2942.98906","2893.29777","2990.20341","","","",
"Honduras","HND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054.37935","1239.36954","1529.3348","1509.82498","1949.61523","1334.99123","1628.26151","1308.11483","1322.64535","1406.66505","1541.61308","1600.54535","1645.80643","1591.5583","1560.05986","1528.50394","","",
"Haiti","HTI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.07546","1081.73353","1140.82193","1226.84727","1409.02199","1438.41032","1471.75957","1496.82428","1473.13297","1572.70767","1741.03963","1728.01685","1841.06598","1999.41186","2131.08159","2304.47041","2393.67348","2522.84572","","",
"IBRD only","IBD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516.992020055456","","464.89449368957","","500.735386411664","","","","","624.942554342535","","","","","684.655954172722","","","","","",
"IDA & IBRD total","IBT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581.278600964437","","","","","629.807954482669","","","","","",
"IDA total","IDA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.64966","199.21818","","","","","","","","89.5267","","","","","","",
"IDA only","IDX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.48388","","115.63131","","110.05039","","","","","135.2997","","","","","156.63804","","","","","",
"Not classified","INX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1747.72053","1901.61499","2061.87346","2079.0136","2216.79968","2293.62266","2362.77639","2484.29467","2672.47734","2756.38128","2834.69129","2892.64578","3236.9488","3112.57637","3070.16993","3260.89246","3370.27525","","","",
"Iran, Islamic Rep.","IRN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","712.68676","","748.20738","712.21617","738.18869","","","","","",
"Iraq","IRQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","370.71388","381.02649","401.9935","416.25421","425.47706","","","","",
"Iceland","ISL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4915.35862","5132.28314","5666.79599","","6546.33023","","6614.35906","","7261.79043","7975.61875","7230.48966","7443.31732","7969.49761","","7034.54506","","","","",
"Israel","ISR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7296.25321","8282.30672","","","",
"Italy","ITA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1338.91133","1151.62494","1146.34139","1141.36435","1156.83949","1162.88275","1235.64588","1212.58399","1234.17581","1406.284","1500.88077","1572.57868","1614.4224","1712.54417","1735.6563","1778.70461","1853.01357","1973.75037","","",
"Jamaica","JAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1966.96665","","","","","","","","","","","","","","","","","",
"Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4947.04039","5001.59842","5211.6528","5251.07178","5151.125","5183.76375","4934.94989","5156.09369","5156.82821","5360.19593","5386.99422","5377.68895","5157.7665","5147.8361","5152.63132","5160.2046","5083.74949","5201.31659","","",
"Kazakhstan","KAZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405.19847","375.22071","347.42678","369.20721","384.43172","609.63811","734.05458","","",
"Kenya","KEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.51999","","","230.7312","","","","","",
"Kyrgyz Republic","KGZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.58006","","","","","","","","","","","","","",
"Kiribati","KIR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2211.22679","2267.02893","2029.42708","2182.82935","2345.35265","2932.46257","3034.38695","3215.21147","3301.31429","3777.10678","4175.01381","4603.83665","4867.81365","5000.85219","5380.27532","5853.32911","6361.60143","6456.62574","","",
"Kosovo","KSV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197.47891","186.83684","175.91649","167.92176","168.84235","169.42389","170.8021","172.17949","169.64098","164.05119","185.92991","148.96739","139.52312","133.02945","126.88393","128.3783","","","",
"Latin America & Caribbean (excluding high income)","LAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288.841295202463","290.555546493194","319.658891839932","347.790787866184","399.816284622473","418.968736286687","400.898048706096","412.483532029612","413.214421773394","445.137080215724","473.102221719598","","","","","",
"Lao PDR","LAO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.81145","","","","","","","","","","","","","",
"Lebanon","LBN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328.511303844793","326.064941037773","352.936961009755","380.985335762973","433.495167273148","454.609765449554","444.143931899558","457.465225561655","461.497815333133","493.021612818215","524.395560600961","","","","","",
"Least developed countries: UN classification","LDC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.66127","","","","135.06359","","","","138.2761","","93.17614","","98.84933","","105.93371","","","","","",
"Lower middle income","LMC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566.964292707927","","","","","614.462010748646","","","","","",
"Lesotho","LSO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3644","7.89982","10.46002","","","","","23.0103","","5.85356","","","","",
"Late-demographic dividend","LTE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","772.305177052763","789.909452700791","729.392955139998","739.747163979616","793.577826868133","813.464016762859","821.416861342777","868.185771949278","910.234760978922","1003.70121425013","1056.80641771206","1143.41855450813","1226.05045511073","993.79557863908","1042.75641078937","1133.90446718873","1211.10223529081","1278.99646539982","","",
"Lithuania","LTU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2090.96532","2182.4201","2379.91259","2429.15233","2230.68501","2334.54171","1842.88408","1939.50141","2178.4189","2284.2919","2414.13704","2593.81479","2619.10515","2676.17692","2753.58769","2732.37124","2659.70848","2887.16213","","",
"Luxembourg","LUX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3773.38589","","","4357.05008","4494.6506","4864.07031","4412.45333","4635.72113","4715.93287","4828.94952","5190.11044","5829.05914","4677.36756","4799.54486","","",
"Latvia","LVA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154.86077","1072.03236","1058.95264","1096.67027","1608.2777","1491.16579","1489.59892","1400.55777","1472.79386","1473.36165","1789.36431","1914.45248","2038.04189","1710.19129","1863.65204","1912.62034","1916.45926","1801.81792","","",
"Macao SAR, China","MAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260.90648","236.39172","325.89838","532.9507","635.48144","572.4077","396.93969","394.65851","575.17669","654.21435","615.16567","744.94006","928.25355","","",
"St. Martin (French part)","MAF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650.73532","643.76488","660.37132","","725.05884","851.90061","","","","",
"Monaco","MCO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","656.08965","654.04641","621.2559","604.87602","627.83717","713.42256","698.51822","663.24184","678.55033","671.45158","643.88418","","",
"Madagascar","MDG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.40138","14.87275","15.24312","50.62896","47.08405","47.20133","47.7387","48.05801","47.75278","48.3712","46.67082","45.37536","52.13588","51.01743","","","","",
"Maldives","MDV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206.83766","218.70635","209.08882","216.05353","216.20761","224.38993","294.87121","313.95357","366.93884","400.20809","325.57973","335.25022","327.37219","367.86698","379.74756","383.20822","","","","",
"Marshall Islands","MHL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482.111680502154","","","","","584.597692090007","","","","","655.983488427176","","","","","",
"Macedonia, FYR","MKD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","621.52645","692.95983","678.21635","658.53202","613.3801","573.76475","549.66288","524.41961","544.81535","518.72439","505.98925","470.98526","433.72253","534.26931","446.6457","613.25975","676.42505","","",
"Mali","MLI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.54262","","","","29.17463","","","","","",
"Malta","MLT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","695.38896","702.52246","1104.3958","1206.2635","1302.85177","1220.61348","1331.22699","1206.42286","1453.65768","1833.00127","2040.44312","2106.79381","","",
"Myanmar","MMR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.16838","7.22432","10.82643","","11.90978","17.19041","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","584.248135853387","","626.111225089091","","","","","",
"Montenegro","MNE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760.08456","","646.76426","","",
"Mongolia","MNG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.50291","","19.29996","11.52665","37.51173","","","","","",
"Mauritania","MRT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.11234","","","",
"Malawi","MWI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.05547","","","49.56728","","","","","",
"Malaysia","MYS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0838","","152.7856","","274.24398","","293.29591","","500.13765","","369.12319","","600.95886","1070.39376","1467.07338","1653.3843","1793.54826","","","",
"North America","NAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3116.00981126643","3213.68343135925","3365.33122568424","3425.17567114793","3479.34255658397","3560.24417224983","3637.77707700037","3873.14938638201","3796.35452533867","3769.29028225692","3833.95124198224","3839.52407030542","3990.59828535108","4109.29273851282","3944.43669683421","4081.93831047131","4065.56725795504","","","",
"Namibia","NAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3624","8.61213","7.98293","8.15635","7.48956","","","","","","","","","","",
"Nigeria","NGA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.57563","","","","","","","","",
"Nicaragua","NIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.03102","","","","","","","","","","","","","","","","","","",
